"ID","Team","Title","Description","Status","Estimate","Priority","Project ID","Project","Creator","Assignee","Labels","Cycle Number","Cycle Name","Cycle Start","Cycle End","Created","Updated","Started","Triaged","Completed","Canceled","Archived","Due Date","Parent issue","Initiatives","Project Milestone ID","Project Milestone","SLA Status","UUID","Time in status (minutes)","Related to","Blocked by","Duplicate of"
"SUG-193","Sugartown","MetadataCard glossary terms row — Phase 2b of SUG-190","Migrated from [SUG-190](https://linear.app/sugartown/issue/SUG-190/taxonomy-vocabulary-audit-tag-deduplication-categorytag-overlap) Phase 2b.

Surface glossary terms on content pages via MetadataCard. Two-source model: derive from inline `glossaryTermRef` markDefs already in portable text (zero editorial overhead) plus an explicit `relatedTerms[]` field on article/node/caseStudy for terms implied but not marked inline.

## Scope

* Phase 0 mock — MetadataCard ""Terms"" chip row: label text, chip style, link destination (`/knowledge-graph/:slug`), empty-state behaviour
* Schema: add `relatedTerms[]` reference array to `article`, `node`, `caseStudy`; deploy schema
* GROQ: update query fragments to pull `inlineTerms` (from markDefs) + `relatedTerms[]->`; deduplicate by `_id`
* Component: add `terms` prop to MetadataCard; render chip row
* Backfill: add `relatedTerms[]` to docs most affected by [SUG-190](https://linear.app/sugartown/issue/SUG-190/taxonomy-vocabulary-audit-tag-deduplication-categorytag-overlap) tag retirements

## Related

* [SUG-190](https://linear.app/sugartown/issue/SUG-190/taxonomy-vocabulary-audit-tag-deduplication-categorytag-overlap) (parent audit — tags retired, glossary terms created)","Done",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","",,,,,"2026-06-22T13:27:07.686Z","2026-06-23T12:07:50.909Z","2026-06-23T11:34:28.195Z",,"2026-06-23T12:07:50.883Z",,"2026-08-08T03:25:55.453Z",,,"",,,,"48ae2f59-8932-461c-97a1-e9b092a16ab2",76269,"SUG-190",,
"SUG-194","Sugartown","Update DS Architecture FigJam Diagram","Update the Sugartown Design System Architecture FigJam board to reflect shipped items (Style Dictionary, validate:style-mirror, theme.shop.css, Contentful POC layer) and remove stale 🔮 future markers and outdated counts.","Backlog",,"Medium",,,"bex@sugartown.io",,"",,,,,"2026-06-23T17:33:42.292Z","2026-08-09T10:54:21.157Z",,,,,,,,"",,,,"6a15a60c-4f01-4323-9b9a-aaa19341f2c8",74548,,,
"SUG-195","Sugartown","Design-Reviewer Subagent — VQA Gate Automation","Build a `.claude/agents/design-reviewer.md` subagent that checks implemented components and pages against Sugartown's design tokens, CLAUDE.md visual QA rules, and Phase 0 mocks — flagging drift before it ships, in a fresh context that can't rationalise what it just built.","Done",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","",,,,,"2026-06-23T17:39:44.557Z","2026-08-09T10:54:22.111Z","2026-06-30T14:22:50.456Z",,"2026-07-01T14:47:50.933Z",,,,,"",,,,"8d94111b-1851-45c2-bc10-71e130cc02c2",64589,,,
"SUG-196","Sugartown","AI tooling documentation structure","Create a `docs/ai/` folder with four net-new files: a README index, agentic-caucus methodology and failure-modes docs, and a skills inventory. No existing files moved or edited.","Done",,"Medium",,,"bex@sugartown.io",,"",,,,,"2026-06-24T12:03:39.457Z","2026-08-09T10:54:22.084Z",,,"2026-06-24T13:26:01.438Z",,,,,"",,,,"3f05720f-6193-4c24-8147-6c9b86cd996a",74751,"SUG-198",,
"SUG-197","Sugartown","Docs IA cleanup — epics rename, orphaned prompts audit, CLAUDE.md nav references","Finish the docs IA restructure started in [SUG-196](https://linear.app/sugartown/issue/SUG-196/ai-tooling-documentation-structure): rename docs/prompts/ → docs/epics/shipped/ and docs/backlog/ → docs/epics/backlog/, audit and disposition the ~8 orphaned prompt files at docs root, and update CLAUDE.md navigation references to reflect the settled structure.","Backlog",,"Low",,,"bex@sugartown.io",,"",,,,,"2026-06-24T12:30:15.869Z","2026-08-09T10:54:21.210Z",,,,,,,,"",,,,"6536f812-2321-43e3-a14d-241d507925e9",74807,,"SUG-196",
"SUG-198","Sugartown","Gap Analysis: 6 layers of effective AI governance","Close the two remaining Agentic Caucus governance gaps and surface the governance coverage publicly. Builds on [SUG-196](https://linear.app/sugartown/issue/SUG-196/ai-tooling-documentation-structure) (docs/ai/ structure) and the governance-coverage map; risk tiering and agent cards already shipped. Remaining: standing incident log (Layer 6), data-handling/GDPR note (Layer 6), site-surfacing options for the governance coverage, and a review of the AI ethics + privacy/terms docs for alignment. Source: `docs/ai/agentic-caucus/governance-coverage.md` §Gaps Worth Filling.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","",,,,,"2026-06-25T11:51:27.844Z","2026-08-13T15:34:59.498Z","2026-07-01T10:02:24.564Z",,"2026-07-01T15:11:25.978Z",,,,,"",,,,"a7daa035-a9d7-4dc0-a5ae-90d6f27e5c56",64566,"SUG-196, SUG-199, SUG-200, SUG-202, SUG-203, SUG-284",,
"SUG-199","Sugartown","Glossary: AI governance frameworks — NIST AI RMF, ISO 42001, Model Cards, Policy-as-Code","Research and publish 4 glossaryTerm documents for the AI-governance framework vocabulary referenced by the /services card-4 copy: NIST AI RMF, ISO/IEC 42001, Model Card, Policy-as-Code.

Cheeky/opinionated/succinct glossary register, canonical sources required, run through the two-gate /glossy flow (propose → human approval → publish). Sourced from the Kubicka ""6 layers for AI Governance"" diagram. Supports [SUG-198](https://linear.app/sugartown/issue/SUG-198/gap-analysis-6-layers-of-effective-ai-governance) governance surfacing and unblocks inline glossary links in card 4.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","AI Ethics, Content",,,,,"2026-06-26T15:03:05.500Z","2026-08-09T10:51:27.073Z","2026-06-26T15:06:48.208Z",,"2026-06-26T15:21:53.153Z",,,,,"",,,,"aa887491-ac69-4727-9526-3cb653983937",71755,"SUG-198, SUG-201",,
"SUG-200","Sugartown","Glossary: AI governance vocabulary — 9 Kubicka-layer terms","Research and publish 9 glossaryTerm documents for the broader AI-governance vocabulary from the Kubicka ""6 layers for AI Governance"" diagram: Shadow AI, Red-Teaming, Drift Detection, Model Registry, EU AI Act, Data Lineage, Fairness Testing, Audit Trail, Incident Reporting.

Same /glossy two-gate flow and glossary register as the framework-terms epic. Practice-descriptive layer phrases (Risk Tiering, AI Inventory, Data Bias Screening, Output Validation, Accountability Mapping, Escalation Path) are explicitly out of scope — fold them into the framework entries' extended definitions instead. Human-in-the-Loop already exists at /glossary/human-in-the-loop and is excluded.","Backlog",,"Low",,,"bex@sugartown.io",,"AI Ethics, Content",,,,,"2026-06-26T15:03:08.894Z","2026-08-09T10:51:26.915Z",,,,,,,,"",,,,"6e951bc7-caa8-457e-b12c-759d2538726a",48780,"SUG-198",,
"SUG-201","Sugartown","Services cards — AI governance copy refresh + glossary linking","Finalize the /services ""What I Do"" card copy and wire inline glossary links.

Scope:

* Card 4 (AI): rewrite into the two-half pitch — architecture/workflow (atomic content makes AI governable; intake, access, review) + documentation/guardrails (model & agent cards, policy-as-code), pivoted from the personal agentic-caucus framing to client-facing service. Optional retitle ""AI Workflow Strategy"" → ""AI Content Governance"".
* Card 1: add the 15+ yrs managing/mentoring + cross-functional (creative, brand, eng, localization) credential line.
* Card 2: add ""content operations and the content supply chain"".
* Card 5: add the launch-readiness gates proof (eng/brand/QA gate releases); generalized, no client names.
* Wire inline glossaryTermRef links from card 4 to the four [SUG-199](https://linear.app/sugartown/issue/SUG-199/glossary-ai-governance-frameworks-nist-ai-rmf-iso-42001-model-cards) terms (NIST AI RMF, ISO/IEC 42001, Model Card, Policy-as-Code).

Retroactively tracks the cardBuilderItem glossaryTermRef enablement already shipped this session (commits fd109a99 studio + 9c870505 web). Hero subheading change was considered and dropped. Content Write Gate applies to all copy.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Content, UX",,,,,"2026-06-26T15:24:28.495Z","2026-08-09T10:51:27.015Z","2026-06-26T15:26:31.315Z",,"2026-06-26T15:44:57.044Z",,,,,"",,,,"b894c072-f570-4af5-9f90-6b61796682da",71732,"SUG-90, SUG-199",,
"SUG-202","Sugartown","Cookie consent + analytics decision: GA runs with no consent banner","Surfaced during [SUG-198](https://linear.app/sugartown/issue/SUG-198/gap-analysis-6-layers-of-effective-ai-governance) Phase 3 (Privacy page alignment).

**Finding:** The site loads Google Analytics (gtag, `G-00MF2Q9YJW`) on every production page with **no cookie-consent banner** and no GA consent-mode gating (verified in `index.html`; documented in `docs/ai/agentic-caucus/data-handling.md`). The contact form also calls Google reCAPTCHA.

[SUG-198](https://linear.app/sugartown/issue/SUG-198/gap-analysis-6-layers-of-effective-ai-governance) corrected the Privacy page to **document this reality accurately** (removed the inaccurate ""privacy-friendly / non-identifying analytics"" claim). That closes the honesty gap.

**Decision to make (the ""fix the reality"" path, deferred out of** [SUG-198](https://linear.app/sugartown/issue/SUG-198/gap-analysis-6-layers-of-effective-ai-governance)**):**

* Add a cookie-consent banner and/or GA consent-mode gating, or
* Switch to a genuinely privacy-friendly, cookieless analytics tool (e.g. Plausible/Fathom), or
* Accept current state as a documented, low-risk choice for a personal portfolio.

This is a product/compliance decision, not a content fix. [SUG-198](https://linear.app/sugartown/issue/SUG-198/gap-analysis-6-layers-of-effective-ai-governance) non-goals explicitly excluded building compliance tooling.

**Source:** `docs/ai/agentic-caucus/data-handling.md`, `apps/web/index.html` (GA snippet), `apps/web/src/components/Form.jsx` (reCAPTCHA).","Backlog",,"High",,,"bex@sugartown.io","bex@sugartown.io","AI Ethics, CMS",,,,,"2026-06-30T15:43:19.278Z","2026-08-09T10:58:08.444Z",,,,,,,,"",,,,"2e289ab3-dd88-493a-b94b-c5764c81dfab",44152,"SUG-198",,
"SUG-203","Sugartown","Relative internal links — same-origin URL normalization + nav data fix","Internal pages are linked with absolute prod URLs (`https://sugartown.io/...`) instead of relative paths, so on localhost they bounce to prod and even in production they do a full page reload instead of SPA routing.

**Root cause (confirmed):** the `navigation` doc (`89b0c0bc-826f-4647-ba9a-fb5262b6b669`, referenced by `siteSettings.primaryNav`) stores the Platform dropdown's four children — Governance, Monorepo, CMS, Design System — as `linkType: 'external'` with absolute `https://sugartown.io/platform/*` URLs. Those four `/platform/*` pages are React code routes (`App.jsx`), not Sanity page docs, so there's no `internalPage` to reference and they were entered as external absolute URLs.

**Scope:**

1. Code fix in `apps/web/src/lib/linkUtils.js` — normalize same-origin absolute URLs ([sugartown.io](<http://sugartown.io>) / [www.sugartown.io](<http://www.sugartown.io>) / current host) to relative paths so they render via React Router; prerender-safe (guard `window`). Durable backstop covering header, footer, and any future self-link.
2. Sanity data fix — repoint the 4 nav children to relative paths.
3. Audit for any other absolute same-origin self-links.

Surfaced during [SUG-198](https://linear.app/sugartown/issue/SUG-198/gap-analysis-6-layers-of-effective-ai-governance) Phase 3.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Infrastructure, CMS",,,,,"2026-06-30T16:23:26.991Z","2026-08-09T10:58:09.114Z",,,"2026-07-16T14:11:52.423Z",,,,,"",,,,"bbe81c1c-6da2-4509-94a3-71550f016a79",43025,"SUG-198",,
"SUG-204","Sugartown","DS Usage Docs — Deferred Phases (SUG-152 continuation)","Continuation of [SUG-152](https://linear.app/sugartown/issue/SUG-152/ds-usage-docs-storybook-documentation-audit-and-creation-phase-n) (DS Usage Docs — Storybook documentation audit). [SUG-152](https://linear.app/sugartown/issue/SUG-152/ds-usage-docs-storybook-documentation-audit-and-creation-phase-n) shipped Phases 1 (Section Spacing), 2 (EntityDetailPage folio), 6b (MDX infrastructure), and the Foundations/Layout reorg, then closed for what shipped. This epic carries forward the 8 phases + 1 sub-task that were parked pending a doc-framework strategic review.

## Deferred phases carried forward

* **Phase 3 — Chip / Tag Taxonomy** — additionally blocked on the Chip component API settling (badge rename, `status` prop deprecation, `colorHex` deprecation). Overview skeleton exists in `helpers/ChipDocs.tsx`.
* **Phase 4 — Card Composition Rules** — `helpers/CardComposition.tsx` was deleted; doc framework approach needs rethinking before rules are written.
* **Phase 5 — Responsive Breakpoints** — Format A narrative doc (860px grid collapse, 768px nav toggle).
* **Phase 6 — Semantic vs Primitive Tokens** — Format A; when to use semantic vs primitive tokens and why the wrong choice breaks in dark mode.
* **Phase 7 — Grid Usage** — Format B (MDX + stories); spacing modes (`lg` / `0`), tabletColumns responsive collapse. MDX infra (6b) already shipped in [SUG-152](https://linear.app/sugartown/issue/SUG-152/ds-usage-docs-storybook-documentation-audit-and-creation-phase-n).
* **Phase 8 — Component Naming Decisions** — Format A narrative (StatCard vs Card vs ContentCard).
* **Phase 9 — PageHeader Pattern** — Format B (MDX + stories); italic / tint / media / breadcrumb rules across archive, entity, taxonomy contexts.
* **Phase 10 — Archive Page Patterns** — Format A; archive header, TaxonomyItem row, FilterBar+Pagination pairing, breadcrumb placement, Container size selection.
* **Contributing.stories.tsx** — Storybook category-taxonomy sub-task.

## Blockers

1. **Doc-framework strategic review (primary)** — the master blocker on all remaining phases. A decision Bex owns about the doc framework approach before authoring resumes.
2. **Chip API settling (Phase 3 only)** — Phase 3 cannot be written accurately until the Chip component API is finalised.

## Reference

* Prior epic doc (shipped-phase record): `docs/backlog/SUG-152-ds-storybook-usage-docs-audit.md`
* Style guide + gates: `docs/conventions/usage-doc-style-guide.md`
* Format definitions and Foundations/ architecture tree: carried from the [SUG-152](https://linear.app/sugartown/issue/SUG-152/ds-usage-docs-storybook-documentation-audit-and-creation-phase-n) doc

Related: [SUG-152](https://linear.app/sugartown/issue/SUG-152/ds-usage-docs-storybook-documentation-audit-and-creation-phase-n) (parent), [SUG-141](https://linear.app/sugartown/issue/SUG-141/ds-usage-docs-typography-conventions-h1-italic-rule-phase-n-inventory) (typography doc + template), [SUG-159](https://linear.app/sugartown/issue/SUG-159/archive-page-component-inventory) (archive page component inventory — separate, Done).","Backlog",,"Low",,,"bex@sugartown.io",,"Design System",,,,,"2026-07-01T10:52:07.122Z","2026-08-09T10:56:16.547Z",,,,,,,,"",,,,"0d76d775-e34e-4a01-bd2c-81a3252d4e6d",64825,"SUG-141, SUG-152, SUG-159",,
"SUG-205","Sugartown","Surface Project ID (PROJ-XXX) on /projects archive and detail pages","Every `project` doc has a required, unique `projectId` (PROJ-XXX) already projected in both `allProjectsQuery` and `projectBySlugQuery` (apps/web/src/lib/queries.js), but neither the /projects archive list nor the /projects/:slug detail page renders it as a visible label. A code comment on `projectBySlugQuery` claims it's ""displayed on the project detail page"" — confirmed inaccurate; `TaxonomyDetailPage.jsx` only uses `projectId` as a silent name-fallback, never a visible badge. Surfaced during an alignment-audit session comparing docs/briefs/ PRDs against the live project list.","Backlog",,"High",,,"bex@sugartown.io",,"CMS",,,,,"2026-07-01T16:55:58.155Z","2026-08-09T10:58:08.414Z",,,,,,,,"",,,,"23625cd1-a8bd-40c2-810c-70df200e23a1",59778,,,
"SUG-206","Sugartown","Property-cluster (hypertoken) drift audit","System-wide inventory of hand-copied multi-property style bundles (typography, spacing, surfaces, motion) that drift silently across CSS files, following up on the heading-token drift finding in the hypertokens alignment audit (`docs/reports/alignment-audit-hypertokens-vs-sugartown-tokens.md`).","Backlog",,"High",,,"bex@sugartown.io",,"Design System",,,,,"2026-07-02T12:40:41.726Z","2026-08-09T10:56:16.334Z",,,,,,,,"",,,,"0221ee1b-84c0-4006-8d6f-27dc32b923ea",53005,,,
"SUG-207","Sugartown","North Star Case Study Template","Redesign the case study detail page template into a purpose-built, canonical structure, and resolve accumulated schema/code drift along the way: `challengeSummary` fallback vs `calloutSection`, `outcomes[]` duplicating `outcomeItem.ts` instead of referencing it, dead `statTileSection` branches left over from the `cardSection` rename ([SUG-151](https://linear.app/sugartown/issue/SUG-151/ds-phase-5-schema-migration-registry-and-audit-close-out)), and confirming the `keyQuestions[]` → `accordionSection semantic=""faq""` migration is final. Worked example: the Backroads case study (most complete live content). Distinct from [SUG-187](https://linear.app/sugartown/issue/SUG-187/case-study-content-refresh-monolith-to-microservice-and-prestige) (content-only editorial pass, no schema/frontend changes). Phase 0 HTML mock required before any JSX/schema edits.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Content, Schema, CMS",,,,,"2026-07-13T11:38:14.553Z","2026-08-09T10:58:09.090Z","2026-07-14T08:55:04.688Z",,"2026-07-14T17:25:33.609Z",,,,,"",,,,"44c4d035-beb9-426e-81ce-011e1a8be792",45712,"SUG-151, SUG-187",,
"SUG-208","Sugartown","MetadataCard: Max-Density Support + Page-Type Metadata Audit","Audit the metadata fields available across every page/doc type that renders MetadataCard, update the component to gracefully handle the full range of field-count density (max/med/min), and produce a Phase 0 mock covering all three densities before any implementation.","Backlog",,"Medium",,,"bex@sugartown.io",,"Design System, Schema",,,,,"2026-07-14T12:24:49.840Z","2026-08-09T10:56:16.389Z",,,,,,,,"",,,,"9f6402a3-fa1b-46b2-b3fa-f2690ba0df48",46013,,,
"SUG-209","Sugartown","Appropriation Gate Check","Add a Content Write Gate check that flags when Sugartown-published content (articles, nodes, case studies, glossary terms) reuses a named third party's proprietary framework, methodology, branded term, or copyrighted structure without attribution or license. Surfaced during the /red-pen review of ""The Control Group Kept Taking the Medicine"" as a parking-lot note; not yet scoped beyond the name.","Backlog",,"High",,,"bex@sugartown.io","bex@sugartown.io","Content",,,,,"2026-07-15T14:13:04.517Z","2026-08-09T10:51:26.591Z",,,,,,,,"",,,,"994a5a18-36f0-4b7d-8cf0-7e08083606b4",44464,"SUG-210",,
"SUG-210","Sugartown","Content Pipeline Rules Consolidation","Extract the write-time rules currently duplicated across write-node, write-blog, write-casestudy, and glossy prompts (voice compliance gate, disclosure & attribution, skim-skeleton/show-don't-tell self-checks, Content Write Gate composition) into a single shared doc. Each write-* prompt keeps only its register-specific voice delta and points to the shared doc instead of repeating it.

Also documents a verified metadata reference field matrix (categories/tags/tools/related content/glossary terms/citations) across every content type (article, node, caseStudy, glossaryTerm, page, project, person, series, tool), with tiered recommendations: Tier 1 additive/low-risk (unhide page.ts categories/tags, add page.ts relatedTerms/related — precedented by [SUG-48](https://linear.app/sugartown/issue/SUG-48/schema-field-audit-and-card-layout-alignment)), Tier 2 open decisions (glossaryTerm citation-shape divergence, [person.bio](<http://person.bio>) orphaned-annotation risk), Tier 3 out-of-scope/spin-off (related-content field name/shape normalization, glossaryTerm tag/tool naming). Tier 1 requires explicit approval before any schema execution; schema-only additions won't auto-wire rendering.

Surfaced during [SUG-209](https://linear.app/sugartown/issue/SUG-209/appropriation-gate-check) scoping: this session patched show-don't-tell into write-node and write-blog, then had to separately patch write-casestudy — live proof that duplicated write-time rules drift silently. Cross-referenced with [SUG-209](https://linear.app/sugartown/issue/SUG-209/appropriation-gate-check) (Appropriation Gate Check), not blocking it.","Done",,"Urgent",,,"bex@sugartown.io","bex@sugartown.io","Content",,,,,"2026-07-15T14:19:28.875Z","2026-08-09T10:51:26.985Z",,,"2026-07-18T13:10:29.630Z",,,,,"",,,,"1ac27180-208d-44e6-9703-212573a5c182",40207,"SUG-209, SUG-235, SUG-236",,
"SUG-211","Sugartown","Glossary Chip Abbreviation Preference","Two related glossary-term display fixes: (1) Chip/tag renders of a glossaryTerm should show the abbreviation (e.g. ""ASCII"") instead of the full term when present. Three confirmed fix sites: MetadataCard.jsx's Terms chip row, GlossaryTermPage.jsx's Related Terms chip, and its backing query. (2) Inline glossary-term annotation trigger in body text gets a stronger visual treatment: term takes the vivid lime/pink pairing code used to own, code recedes to a neutral seafoam-outlined treatment (Option E, mock-approved 2026-07-15). Reassigns --st-code-inline-* site-wide. Also found and scoped: an orphaned dark-mode code token, and a note (not in scope) about a separate inconsistent inline-code variant in CodeBlock.module.css. Six full-label surfaces (H1, SEO/JSON-LD, archive list, popover content, Studio previews, ContentNav) audited and correctly excluded from fix 1.","Done",,"High",,,"bex@sugartown.io",,"Design System",,,,,"2026-07-15T14:44:49.104Z","2026-08-09T10:56:17.178Z",,,"2026-07-17T10:02:25.248Z",,,,,"",,,,"0034460d-1ed8-4b01-b7c3-74d0409d2c5f",41835,"SUG-212, SUG-236",,
"SUG-212","Sugartown","CodeBlock inline-code mirror reconciliation + orphan token cleanup","Reconcile the drifted web↔package `CodeBlock.module.css` inline-code mirror and resolve the orphaned `--st-code-inline-bg-dark` token.

Surfaced during [SUG-211](https://linear.app/sugartown/issue/SUG-211/glossary-chip-abbreviation-preference) (Option E inline-term treatment). Two entangled problems:

1. **Mirror drift** — the two CodeBlock CSS copies have diverged in the dark-theme `.inline` override. Web (`apps/web/src/design-system/components/codeblock/CodeBlock.module.css`) uses a maroon pill (`--st-code-inline-bg-dark-maroon` / `--st-color-maroon-300` / `--st-code-inline-border-dark-maroon`) under selector `[data-theme=""dark-pink-moon""]`. Package (`packages/design-system/src/components/CodeBlock/CodeBlock.module.css`) overrides only `--st-code-inline-bg` → `--st-code-inline-bg-dark` under `[data-theme~=""dark-pink-moon""]`. Different tokens AND different selector syntax.
2. **Orphaned token** — `--st-code-inline-bg-dark` is now referenced ONLY by the package CodeBlock mirror; the global inline-code path stopped using it after [SUG-211](https://linear.app/sugartown/issue/SUG-211/glossary-chip-abbreviation-preference) reassigned `--st-code-inline-*`. [SUG-211](https://linear.app/sugartown/issue/SUG-211/glossary-chip-abbreviation-preference)'s audit wrongly called it a deletable orphan (it is live in the package mirror), so it was deliberately left in place pending this reconciliation.
3. **Design decision** — after [SUG-211](https://linear.app/sugartown/issue/SUG-211/glossary-chip-abbreviation-preference), CodeBlock's `.inline` light mode inherits the new recessive seafoam Option E treatment, while its dark mode is maroon (web) / lime-tint (package). This epic must decide the canonical CodeBlock inline-code treatment: keep the maroon design language, or align to the new seafoam Option E — then make both mirrors byte-identical and remove any resulting dead token.

Tags: Design System, Tooling. Priority: High. Merge strategy: (b) single close-out.","Done",,"High",,,"bex@sugartown.io",,"Design System",,,,,"2026-07-16T10:20:56.958Z","2026-08-09T10:56:17.143Z",,,"2026-07-17T10:02:27.501Z",,,,,"",,,,"ab7893e6-0f9d-40fd-a0be-bf512d77cf41",41835,"SUG-211, SUG-214, SUG-231",,
"SUG-213","Sugartown","Article: Shrinking Job article — GAP parallel recruitment timeline aside","Add a parallel timeline/aside to ""The Incredible Shrinking Job"" article showing GAP Inc.'s similar VMS-driven contingent-staffing recruitment trajectory, grounded in an analysis of why the same requisition gets shopped across multiple staffing agencies.","Backlog",,"Low",,,"bex@sugartown.io",,"Content",,,,,"2026-07-16T10:25:24.253Z","2026-08-09T10:51:26.754Z",,,,,,,,"",,,,"82fd5933-7849-4113-aa4c-4201f49391bd",43252,"SUG-234",,
"SUG-214","Sugartown","Extend style-mirror validator to cover DS component CSS mirrors","Extend `validate-style-mirror.js` (or add a sibling check) so that DS **component** `.module.css` mirrors are compared for byte-identity between `apps/web/src/design-system/components/**` and `packages/design-system/src/components/**`, not just the 6 style-dir files.

**Why:** [SUG-212](https://linear.app/sugartown/issue/SUG-212/codeblock-inline-code-mirror-reconciliation-orphan-token-cleanup) found the `CodeBlock.module.css` web↔package mirror had silently drifted across 7 areas (including inline-code colours, block radius, a missing Mermaid variant, and divergent selectors) and stayed invisible to CI, because `validate-style-mirror.js`'s `MIRRORED` set only covers `tokens.css` + the theme/globals/utilities style files. Component CSS mirrors are governed only by a manual drift rule (see CLAUDE.md Mirrored File Registry), which is how the drift accumulated.

**Shape:** enumerate the web↔package component `.module.css` pairs (naming/case differs — web `codeblock/`, package `CodeBlock/`), diff each, and fail on drift with a clear per-file report, matching the existing style-mirror output. Decide whether this extends the existing script or is a new `validate:component-mirror` script wired into the same pre-commit hook. Register any newly-covered pairs in the CLAUDE.md Mirrored File Registry.

Tags: Tooling, Design System. Priority: High. Merge strategy: (a) merge-as-you-go. Surfaced by [SUG-212](https://linear.app/sugartown/issue/SUG-212/codeblock-inline-code-mirror-reconciliation-orphan-token-cleanup).","Done",,"High",,,"bex@sugartown.io",,"Design System",,,,,"2026-07-16T10:51:04.089Z","2026-08-09T10:56:17.117Z",,,"2026-07-17T10:02:28.599Z",,,,,"",,,,"95beb987-e8cc-4da9-80b1-e602759a17ac",41835,"SUG-212, SUG-217, SUG-219, SUG-231, SUG-232",,
"SUG-215","Sugartown","Fix citationRef footnote lock in section content","The `citations[]` / `citationRef` footnote system locks Portable Text editing in Studio (toolbar grayed out, style dropdown locked) when a `citationRef` markDef is used inside `sections[].content` (a `textSection`), the primary body-content field for case studies, articles, and nodes. Workaround exists (plain `link` annotation instead of a numbered footnote) but the intended footnote/endnote feature is effectively broken wherever writers actually write body content.

Surfaced during a `/red-pen` edit on ""Sugartown: The Platform Is the Portfolio"" — needed a footnote for a film citation in the case study's Overview section, had to use an inline link instead to avoid locking that section in Studio.","Done",,"Urgent",,,"bex@sugartown.io","bex@sugartown.io","Schema, CMS",,,,,"2026-07-16T11:54:17.467Z","2026-08-09T10:58:08.911Z","2026-07-18T13:24:30.112Z",,"2026-07-18T14:01:35.237Z",,,,,"",,,,"4dc85080-5ad5-4f42-8387-a3a7987c5918",40156,"SUG-216, SUG-226",,
"SUG-216","Sugartown","Enable glossary terms and citations in calloutSection's mini-PT","`calloutSection.body` uses `summaryPortableText`, which already permits `glossaryTermRef` annotations in Studio — but the GROQ query projects `calloutSection` as a bare `{variant, number, title, body}` in all 4 places it's queried (article, node, page, caseStudy), so `glossaryTermRef` marks never resolve their `term` reference and render as plain text. `summaryPortableText` doesn't permit `citationRef` at all yet.

Surfaced during a glossary-tagging pass on ""Sugartown: The Platform Is the Portfolio"" (2026-07-16) — 4 tags in the Challenge callout (Headless CMS, Structured content, Design tokens, Agentic Caucus) are stored correctly but don't render as links.

Two-part fix: (1) add the Portable Text projection to `calloutSection.body` in `queries.js` so existing glossaryTermRef marks start working — independent, ready now. (2) Add `citationRef` to `summaryPortableText` so calloutSection can carry footnotes too — this is gated on [SUG-215](<https://linear.app/sugartown/issue/SUG-215/fix-citationref-footnote-lock-in-section-content>)'s diagnosis, since `calloutSection.body` is the same nested `sections[].body` shape that bug investigates. Adding `citationRef` before that's resolved would just recreate the same Studio-lock bug in a new field.","Done",,"Urgent",,,"bex@sugartown.io","bex@sugartown.io","Schema, CMS",,,,,"2026-07-16T13:05:07.776Z","2026-08-09T10:58:08.936Z","2026-07-18T14:04:56.694Z",,"2026-07-18T14:19:59.188Z",,,,,"",,,,"6225be84-08f2-4e5e-bb08-4a78d914fdbe",40137,"SUG-215, SUG-226",,
